id,word,url,pronounce,explanation
1630,leco,https://kbbi.kata.web.id/leco/,le.co,kerdil; tidak mau besar
1631,lecok,https://kbbi.kata.web.id/lecok/,le.cok,(1) licin sekali; (2) tergeliat; salah urat
1632,lecuh,https://kbbi.kata.web.id/lecuh/,le.cuh,agak layu (seperti sayuran disiram dengan air panas): sayur itu lecuh kena air panas
1633,ledes,https://kbbi.kata.web.id/ledes/,le.des,lecet merah pada kulit
1634,legak-legok,https://kbbi.kata.web.id/legak-legok/,le.gak-le.gok,"dialek melayu jakarta lekak-lekuk; tidak rata (tentang jalan, jembatan, dan sebagainya) : jalan ke desanya legak-legok"
1635,legap,https://kbbi.kata.web.id/legap/,le.gap,"(1) suram, tidak bercahaya, dan memberi kesan tidak rata; (2) tidak tembus pandang"
1636,legat,https://kbbi.kata.web.id/legat/,le.gat,"lurus arahnya (jalannya, pandangannya, dan sebagainya) "
1637,legendaris,https://kbbi.kata.web.id/legendaris/,le.gen.da.ris,"menurut atau seperti legenda; terkenal seperti dalam legenda: hang tuah, seorang tokoh legendaris dalam sastra lama"
1638,legislatif,https://kbbi.kata.web.id/legislatif/,le.gis.la.tif,berwenang membuat undang-undang
1639,legok,https://kbbi.kata.web.id/legok/,le.gok,"(1) lekuk; cekung; (2) lebih dalam atau rendah daripada tempat lain (tentang tanah, lembah)"
1640,leha-leha,https://kbbi.kata.web.id/leha-leha/,le.ha-le.ha,dalam keadaan bersantai-santai dan tidak berbuat sesuatu (tidak melakukan apa-apa)
1641,lejar,https://kbbi.kata.web.id/lejar/,le.jar,arkais (tidak lazim) sangat penat; sangat capai
1642,lejas,https://kbbi.kata.web.id/lejas/,le.jas,tembus pandang; transparan
1643,lekap,https://kbbi.kata.web.id/lekap/,le.kap,(1) lekat; (2) rapat
1644,lekas-lekas,https://kbbi.kata.web.id/lekas-lekas/,le.kas-le.kas,cepat-cepat; sangat segera; dalam waktu yang sangat singkat
1645,lekit,https://kbbi.kata.web.id/lekit/,le.kit,"masih lekat; belum kering (tentang cat, lem, dan sebagainya) "
1646,leksikal,https://kbbi.kata.web.id/leksikal/,lek.si.kal,istilah linguistik (1) berkaitan dengan kata; (2) berkaitan dengan leksem; (3) berkaitan dengan kosakata
1647,leksikografis,https://kbbi.kata.web.id/leksikografis/,lek.si.ko.gra.fis,"istilah linguistik bersifat (secara, berdasarkan) kamus"
1648,lelet,https://kbbi.kata.web.id/lelet/,le.let,lamban
1649,leluasa,https://kbbi.kata.web.id/leluasa/,le.lu.a.sa,"(1) lapang: pekarangannya leluasa; (2) bebas: ternaknya leluasa ke sana-ke sini karena lepas dari tambatnya; (3) tidak terbatas (terlarang dan sebagainya) : makanannya leluasa sejak dua bulan terakhir ini; (4) boleh berbuat sesuka hati: karena bapaknya berpengaruh, tampaknya anak itu leluasa di desanya"
1650,lemas,https://kbbi.kata.web.id/lemas/,le.mas,"susah bernapas atau tidak dapat bernapas (karena terkena asap gas, tenggelam dalam air, dan sebagainya) : ia kedapatan mati lemas dalam sumur mati"
1651,lemau,https://kbbi.kata.web.id/lemau/,le.mau,(1) lembik; lunak: biskuit itu sudah lemau; (2) lemah; lesu: otot-otot tubuhku terasa lemau; (3) murung; tidak gembira: sepanjang hari ini ia tampak lemau setelah menerima berita duka itu
1652,lembek,https://kbbi.kata.web.id/lembek/,lem.bek,"(1) lunak (seperti nasi, bubur): ia sudah boleh makan nasi yang lembek; (2) kurang keras; agak empuk (tentang bantal dan sebagainya) : bantalnya lembek sekali; (3) kendur; kurang tegang (tentang tali, per): per mobil itu sudah lembek; (4) kurang (tidak) bersemangat; lemah hati: ia bermain sangat lembek"
1653,lembok,https://kbbi.kata.web.id/lembok/,lem.bok,suka memberi (memakai) lebih dari yang patut; boros; royal
1654,lempeng,https://kbbi.kata.web.id/lempeng/,lem.peng,"(1) lurus betul (tidak bengkok): jalan ini lempeng , tidak berbelok-belok; (2) bulat (tentang jumlah uang)"
1655,lena,https://kbbi.kata.web.id/lena/,le.na,(1) nyenyak; (2) tidak sadar; lengah; lali; (3) lama: tidak lena antaranya; (4) lambat-lambat: meminta (bermohon) berjalan lena
1656,lencong,https://kbbi.kata.web.id/lencong/,len.cong,arkais (tidak lazim) licin; lencun
1657,lencun,https://kbbi.kata.web.id/lencun/,len.cun,licin; lencong
1658,lendut,https://kbbi.kata.web.id/lendut/,len.dut-me.len.dut,"len.dut, me.len.dut berlekuk ke bawah; tidak tegang rata: jembatan bambu itu lendut; air menggenang karena lantainya lendut"
1659,lengang,https://kbbi.kata.web.id/lengang/,le.ngang,"(1) sunyi sepi; tidak ramai; tidak banyak orang (tentang dusun, pesta, dan sebagainya) : lengang rasanya kalau anak-anak tidak ada di rumah; (2) sepi; sunyi; tidak sibuk: semua kantor lengang pada hari ini; (3) terasa sunyi (karena tidak ada teman, tidak ada pekerjaan, dan sebagainya) : ia merasa rumah ini lengang karena ia tinggal seorang diri di rumah tanpa kesibukan"
1660,lengas,https://kbbi.kata.web.id/lengas/,le.ngas,"(1) berair (seperti hidung anjing, tangan berpeluh); (2) mengandung air (tentang hawa dan sebagainya) ; lembap"
1661,lenggana,https://kbbi.kata.web.id/lenggana/,leng.ga.na,arkais (tidak lazim) segan; enggan; tidak sudi
1662,lenggang,https://kbbi.kata.web.id/lenggang/,leng.gang,dalam keadaan berhenti (mengaso) sebentar; dalam keadaan tidak sibuk (untuk sementara waktu); senggang
1663,lengkai,https://kbbi.kata.web.id/lengkai/,leng.kai,ramping dan tidak kaku; semampai; lampai
1664,lengkang,https://kbbi.kata.web.id/lengkang/,leng.kang,"arkais (tidak lazim) menjadi lebar (tentang cincin, gelang, kail, tangkai kacamata, dan sebagainya) : mata kail itu lengkang"
1665,lengkap,https://kbbi.kata.web.id/lengkap/,leng.kap,(1) tidak ada kurangnya; genap: tuliskan nama lengkap anda dengan huruf cetak; anggota pengurus telah lengkap; (2) sedia segala-galanya; sempurna dengan alat senjata dan sebagainya: toko itu menjual barang serba lengkap; pasukan yang bersenjata lengkap telah dikirimkan ke garis depan; (3) berikut pasangannya (paduannya dan sebagainya) : dia datang lengkap dengan anak istrinya
1666,lengkesa,https://kbbi.kata.web.id/lengkesa/,leng.ke.sa-ber.leng.ke.sa,berkurang; susut (seperti padi dalam lumbung)
1667,lengkok,https://kbbi.kata.web.id/lengkok/,leng.kok,bengkok; kelok; keluk
1668,lenguh,https://kbbi.kata.web.id/lenguh/,le.nguh,(1) lumpuh; tidak bertenaga; (2) penat; lesu
1669,lentoid,https://kbbi.kata.web.id/lentoid/,len.to.id,berbentuk mirip lensa
1670,lentuk,https://kbbi.kata.web.id/lentuk/,len.tuk,berkeluk atau mudah dibengkok-bengkokkan (tidak kaku); lentur: rotan itu lentuk
1671,lentur,https://kbbi.kata.web.id/lentur/,len.tur,"nomina (kata benda) keluk (pd benda yang dilengkungkan); (2) nomina (kata benda) patahan (biasan) sinar (seperti sinar yang jatuh ke dalam air); (3) mudah dikeluk-kelukkan (tidak kaku, tidak mudah patah); (4) kiasan a dapat (mudah) disesuaikan dengan keadaan (kebutuhan)"
1672,lenyah,https://kbbi.kata.web.id/lenyah/,le.nyah,becek; berlumpur
1673,lenyau,https://kbbi.kata.web.id/lenyau/,le.nyau,"lunak, tetapi keras pada bagian atasnya (tentang lumpur); lanyau"
1674,lenyet,https://kbbi.kata.web.id/lenyet/,le.nyet,arkais (tidak lazim) lunak atau lembek berair (seperti buah yang terlampau ranum)
1675,lepai,https://kbbi.kata.web.id/lepai/,le.pai,lemah hampir lumpuh (tentang kaki yang jika berjalan terseret-seret saja)
1676,lepok,https://kbbi.kata.web.id/lepok/,le.pok,salah lipat (baju dan sebagainya) : baju itu lepok
1677,lerai,https://kbbi.kata.web.id/lerai/,le.rai,tercerai; terpisah
1678,lerak,https://kbbi.kata.web.id/lerak/,le.rak,"nomina (kata benda) (1) pohon yang tingginya mencapai 7 m, buahnya berbusa, dapat digunakan sebagai sabun; buah lemuran; sapindus rarak; (2) buah lerak rusak tercerai-cerai (tentang rumah, perahu, dan sebagainya) ; sudah lepas (dari ikatan): perahu itu lerak; tulang-tulang orang yang mati itu kini sudah lerak"
1679,lesa,https://kbbi.kata.web.id/lesa/,le.sa,lemah atau lumpuh (tentang anggota badan); lasa
1680,lesi,https://kbbi.kata.web.id/lesi/,le.si,(1) putih benar; (2) pucat
1681,lestari,https://kbbi.kata.web.id/lestari/,les.ta.ri,tetap seperti keadaannya semula; tidak berubah; bertahan; kekal
1682,lesu,https://kbbi.kata.web.id/lesu/,le.su,(1) berasa lemah dan lelah; letih; (2) kiasan tidak banyak kegiatan jual beli; lemah dan sepi (tentang perniagaan); (3) tidak bersemangat (tentang pertandingan)
1683,letai,https://kbbi.kata.web.id/letai/,,lemah sekali; tidak berdaya
1684,letih,https://kbbi.kata.web.id/letih/,le.tih,"tidak bertenaga (karena baru selesai kerja berat dan sebagainya) ; lelah sekali: sehabis mendaki gunung, badan kami terasa sangat letih"
1685,letoi,https://kbbi.kata.web.id/letoi/,le.toi,cakapan (tidak baku) lemah karena lelah
1686,leyot,https://kbbi.kata.web.id/leyot/,le.yot-me.le.yot,tidak lurus; bengkok karena lemas (lunak)
1687,lezat,https://kbbi.kata.web.id/lezat/,le.zat,(1) enak (tentang rasa makanan atau minuman); sedap; (2) nikmat (dalam arti seksual)
1688,liar,https://kbbi.kata.web.id/liar/,li.ar,"(1) tidak ada yang memelihara; tidak dipiara orang (tentang binatang): binatang ini (binatang) liar; (2) tidak (belum) jinak: ayam (burung) ini masih liar; (3) tidak tenang (tentang pandangan mata); buas; ganas: matanya liar memandang ke kiri kanan; pandangannya liar seperti harimau akan menerkam mangsanya; (4) tidak teratur; tidak menurut aturan (hukum): sikap dan tingkahnya liar; (5) belum beradab: orang liar; (6) tidak resmi ditunjuk atau diakui oleh yang berwenang; tanpa izin resmi dari yang berwenang; tidak memiliki izin usaha, mendirikan, atau membangun, dan sebagainya: tukang parkir liar; bangunan (rumah) liar"
1689,liat,https://kbbi.kata.web.id/liat/,li.at,kering (sehingga tanaman tidak tumbuh): sawah liat karena musim kemarau panjang
1690,liberal,https://kbbi.kata.web.id/liberal/,li.be.ral,(1) bersifat bebas; (2) berpandangan bebas (luas dan terbuka)
1691,liberalistis,https://kbbi.kata.web.id/liberalistis/,li.be.ra.lis.tis,bersifat liberal
1692,libidis,https://kbbi.kata.web.id/libidis/,li.bi.dis,bersifat libido
1693,licak,https://kbbi.kata.web.id/licak/,li.cak,"linyak (karena terinjak, terjepit); penyek; pipih"
1694,licau,https://kbbi.kata.web.id/licau/,li.cau,gilap; berkilat; berkilau: rambutku licau karena baru diminyaki
1695,licin,https://kbbi.kata.web.id/licin/,li.cin,"(1) berminyak atau berlendir (seperti belut); tidak kasar; halus: ia tergelincir karena jalannya licin; (2) tidak ditumbuhi apa-apa (kepala yang botak, betis yang tidak berbulu); (3) tidak berkerut (tentang pakaian): pakaiannya licin karena disetrika; (4) kiasan habis sama sekali (tentang harta dan sebagainya) ; (5) kiasan pandai menipu (memutarbalikkan perkataan dan sebagainya) ; licik; (6) kiasan tidak mudah tertangkap: pencuri yang licin"
1696,lidas,https://kbbi.kata.web.id/lidas/,li.das,berasal dari bahasa jawa berasa pedih atau sangat gatal (pd lidah atau mulut)
1697,likat,https://kbbi.kata.web.id/likat/,li.kat,"agak malu (tidak mau melihat, selalu tunduk saja, dan sebagainya) "
1698,limitatif,https://kbbi.kata.web.id/limitatif/,li.mi.ta.tif,bersifat membatasi
1699,limun,https://kbbi.kata.web.id/limun/,li.mun-li.mun.an,"sirna, tidak kelihatan"
1700,lincah,https://kbbi.kata.web.id/lincah/,lin.cah,"(1) selalu bergerak; tidak dapat diam; tidak tenang: anak yang sehat biasanya lincah; (2) tidak tetap (tempat tinggal, pikiran, dan sebagainya) ; selalu bertukar (pekerjaan dan sebagainya) : dia benar-benar orang yang lincah , baru bekerja seminggu sudah pindah kerja lagi"
1701,lincir,https://kbbi.kata.web.id/lincir/,lin.cir,(1) licin karena berminyak dan sebagainya; (2) lancar (tentang percakapan dan sebagainya)
1702,lincun,https://kbbi.kata.web.id/lincun/,lin.cun,kuyup; basah sama sekali
1703,linggayuran,https://kbbi.kata.web.id/linggayuran/,ling.ga.yu.ran,arkais (tidak lazim) panjang lampai; tinggi ramping (seperti batang pinang)
1704,lingkap,https://kbbi.kata.web.id/lingkap/,ling.kap,"klasik habis sama sekali (tentang uang, harta, dan sebagainya) ; lenyap; lindang"
1705,linglung,https://kbbi.kata.web.id/linglung/,ling.lung,lupa segala-galanya (karena bingung atau terlalu asyik memikirkan sesuatu): orang tua yang linglung itu mencari kacamata yang sedang dipakainya
1706,linier,https://kbbi.kata.web.id/linier/,li.ni.er,terletak pada suatu garis lurus
1707,lintap,https://kbbi.kata.web.id/lintap/,lin.tap,"(1) bersusun; berlapis-lapis (tentang barang yang tipis, piring, buku); (2) bergugus-gugus; bergerombol (msl orang)"
1708,liplap,https://kbbi.kata.web.id/liplap/,lip.lap,(1) berlainan warna pada barang yang berlapis-lapis; (2) blaster; peranakan (tentang anak dan sebagainya) : belanda liplap; (3) tiruan (tentang emas dan sebagainya) : emas liplap
1709,litah,https://kbbi.kata.web.id/litah/,li.tah,klasik suka bicara sembarangan (tidak dapat menyimpan rahasia dan sebagainya) : mulutnya latah dan litah
1710,litak,https://kbbi.kata.web.id/litak/,li.tak,letih; lunglai (karena kelaparan)
1711,liut,https://kbbi.kata.web.id/liut/,,berbelok-belok; berliku-liku (tentang jalan)
1712,loba,https://kbbi.kata.web.id/loba/,lo.ba,selalu ingin mendapat (memiliki) banyak-banyak; serakah; tamak
1713,logis,https://kbbi.kata.web.id/logis/,lo.gis,sesuai dengan logika; benar menurut penalaran; masuk akal
1714,lohok,https://kbbi.kata.web.id/lohok/,lo.hok,arkais (tidak lazim) busuk sekali
1715,lokal,https://kbbi.kata.web.id/lokal/,lo.kal,"nomina (kata benda) ruang yang luas: sekolah itu terdiri atas tujuh lokal; (2) terjadi (berlaku, ada, dan sebagainya) di satu tempat, tidak merata; setempat: jawatan meteorologi dan geofisika meramalkan bahwa besok akan turun hujan lokal; (3) di suatu tempat (tentang pembuatan, produksi, tumbuh, hidup, dan sebagainya) ; setempat: kualitas tekstil produksi lokal sudah tidak kalah dengan produksi luar negeri"
1716,lokek,https://kbbi.kata.web.id/lokek/,lo.kek,sangat pelit; kikir sekali
1717,loncer,https://kbbi.kata.web.id/loncer/,lon.cer,longgar atau galir (tentang sekrup dan sebagainya)
1718,loncos,https://kbbi.kata.web.id/loncos/,lon.cos,semakin ke ujung semakin runcing (seperti kerucut); lancip gundul; licin; telanjang
1719,longgar,https://kbbi.kata.web.id/longgar/,long.gar,"(1) tidak sempit (tentang lubang, ruangan, dan sebagainya) ; tidak sesak; lapang: kamarku lebih longgar daripada kamarnya; (2) tidak tepat benar; besar (tentang baju dan sebagainya) : bajunya longgar; (3) tidak sendat; tidak ketat (tentang paku, sekrup, dan sebagainya) : sekrup yang longgar itu perlu dikencangkan; (4) tidak akrab (tentang persahabatan dan sebagainya) ; tidak erat: persahabatan kedua anak itu tampak mulai longgar; (5) tidak terlalu mengikat (tentang aturan, undang-undang, dan sebagainya) ; (6) tidak terlalu terbatas (tentang pemakaian uang dan sebagainya) : anggaran belanja tahun ini lebih longgar daripada tahun lalu; (7) senggang; tidak sibuk: kalau ada waktu longgar , marilah ke rumah; (8) tidak ketat (mudah diterobos dan sebagainya tentang penjagaan dan sebagainya) : penjagaan di lembaga pemasyarakatan itu agak longgar"
1720,longgor,https://kbbi.kata.web.id/longgor/,long.gor,lekas menjadi besar dan tinggi (tentang tubuh); bagur: anak ini longgor benar
1721,lonjong,https://kbbi.kata.web.id/lonjong/,lon.jong,"(1) berbentuk seperti kerucut; runjung; (2) bulat panjang; bulat telur: bentuk muka yang lonjong; (3) istilah biologi bentuk daun atau buah yang memanjang dengan bagian terlebar di tengah-tengah, panjangnya lebih dari dua kali lebarnya"
1722,lontok,https://kbbi.kata.web.id/lontok/,lon.tok,(1) pendek dan besar (gemuk): botol lontok; (2) tua sekali; tua renta
1723,lonyok,https://kbbi.kata.web.id/lonyok/,lo.nyok,lodoh kena api atau siraman air panas
1724,lopak,https://kbbi.kata.web.id/lopak/,,"(1) kembali bertingkah laku, berpikir, dan sebagainya sebagai anak-anak (tentang orang yang berusia lanjut); (2) tidak tahu yang akan dikatakannya; bingungnomina (kata benda) [min] tempat menampung air atau cairan lumpur pada tambang yang kemudian dipompakan ke luar"
1725,lopak-lapik,https://kbbi.kata.web.id/lopak-lapik/,lo.pak-la.pik,tidak tetap pikiran (tentang orang tua)
1726,lorat,https://kbbi.kata.web.id/lorat/,lo.rat,"(1) dalam kebingungan (kesulitan dan sebagainya) : sekalian orang itu di dalam lorat belaka, ke sana kemari tiada berketentuan; (2) rewel (susah dan sebagainya) : makannya sangat lorat"
1727,los,https://kbbi.kata.web.id/los/,,cakapan (tidak baku) lepas; bebas
1728,losong,https://kbbi.kata.web.id/losong/,lo.song,", losong kosong kosong sama sekali"
1729,lotak,https://kbbi.kata.web.id/lotak/,lo.tak,"(1) mulai busuk: mayat itu sudah lotak; (2) lusuh (karena tua, usang, dan sebagainya) : kain itu sudah lotak"
1730,lowong,https://kbbi.kata.web.id/lowong/,lo.wong,"terluang (tentang jabatan, pekerjaan, dan sebagainya) : semua jabatan terisi, tidak ada yang lowong"
1731,loya,https://kbbi.kata.web.id/loya/,lo.ya,mual (berasa hendak muntah)
1732,loyak,https://kbbi.kata.web.id/loyak/,lo.yak,terlalu lunak (lembek): bubur itu loyak
1733,loyal,https://kbbi.kata.web.id/loyal/,lo.yal,patuh; setia
1734,loyo,https://kbbi.kata.web.id/loyo/,lo.yo,penat sekali; lemah sekali; tidak berdayalihat loya
1735,luar biasa,https://kbbi.kata.web.id/luar-biasa/,lu.ar-bi.a.sa,tidak seperti yang biasa; tidak sama dengan yang lain; istimewa: penyanyi itu mendapat sambutan luar biasa
1736,luas,https://kbbi.kata.web.id/luas/,lu.as,"(1) lapang; lebar: kamarnya luas sekali; (2) umum (tentang masyarakat dan sebagainya) : masyarakat luas; (3) merata (terjangkau oleh orang banyak): berita itu sudah tersebar luas di kalangan guru di kota itu; (4) ukuran panjang-lebarnya bidang (lapangan, ruangan, dan sebagainya) : luas kebun itu seratus hektar (5) kiasan banyak dan beragam (tentang pengetahuan); tidak picik: orang yang luas pengetahuannya; (6) dapat melihat bebas dan lepas; banglas (tentang pemandangan): luas pemandangannya; (7) besar atau banyak (tentang usaha, pekerjaan, dan sebagainya) : luas usahanya"
1737,luat,https://kbbi.kata.web.id/luat/,lu.at,luah; luak; mual
1738,ludes,https://kbbi.kata.web.id/ludes/,lu.des,"habis sama sekali; binasa: dalam tempo sekejap saja, daerah pertokoan itu ludes dimakan api"
1739,lugas,https://kbbi.kata.web.id/lugas/,lu.gas,"(1) mengenai yang pokok-pokok (yang perlu-perlu) saja: pembicaraannya selalu lugas , tidak pernah menyimpang ke sana-sini; (2) bersifat seperti apa adanya; lugu; serba bersahaja; serba sederhana: cara berdandannya lugas , tidak mencolok; (3) tidak berbelit-belit: kalimatnya lugas , tidak berbunga-bunga; (4) tidak bersifat pribadi; objektif: masalah itu dapat diselesaikan secara lugas"
1740,luhur,https://kbbi.kata.web.id/luhur/,lu.hur,"tinggi; mulia: demi cita-cita yang luhur , kami bersedia mengorbankan jiwa dan raga"
1741,lumrah,https://kbbi.kata.web.id/lumrah/,lum.rah,biasa; lazim
1742,lumuh,https://kbbi.kata.web.id/lumuh/,lu.muh,merasa enggan; tidak merasa tertarik untuk berbuat sesuatu
1743,lunak,https://kbbi.kata.web.id/lunak/,lu.nak,(1) lembut; empuk: beliau hanya diperbolehkan menyantap makanan yang lunak; (2) kiasan tidak lekas marah; sabar; tidak terlampau keras mempertahankan pendiriannya dan sebagainya: mereka termasuk golongan kaum nasionalis yang lunak; (3) reda: hatinya lunak setelah dinasihati
